PRODUCT,REACTANT
C=CC1=C(C)/C(=C\c2[nH]c(Cc3[nH]c(/C=C4/NC(=O)C(C)=C4CCC(=O)O)c(CCC(=O)O)c3C)c(C)c2C=C)NC1=O,C=CC1=C(C)/C(=C/c2[nH]c(/C=C3\N=C(/C=C4\NC(=O)C(C)=C4CCC(=O)O)C(CCC(=O)O)=C3C)c(C)c2C=C)NC1=O
O=C(NCCc1c[nH]c2ccc(Cl)cc12)c1noc(Cc2ccc(F)c(F)c2F)n1,CCOC(=O)c1noc(Cc2ccc(F)c(F)c2F)n1.NCCc1c[nH]c2ccc(Cl)cc12
O=C1N=C(O)/C(=C2\C=C(O)C(=O)N=C2O)C=C1O,Oc1ccc(O)c(O)n1.Oc1ccc(O)c(O)n1
CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
C=CCN1CC[C@]23c4c5ccc(OC)c4O[C@H]2[C@@]24CC[C@]3(C[C@@H]2[C@@](C)(C(C)(C)C)OCO4)[C@H]1C5,CC(C)(C)[C@@]1(C)OCO[C@]23CC[C@@]4(C[C@H]12)[C@H]1Cc2ccc(OCc5ccccc5)c5c2[C@@]4(CCN1CC1CC1)[C@H]3O5
CC(=O)OCc1c(-c2cc(Nc3ccc(N4CCN(C5COC5)C[C@@H]4C)cn3)c(=O)n(C)c2)cc(F)cc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O,CC(=O)OCc1c(-c2cc(Nc3ccc(N4CCN(C5COC5)C[C@@H]4C)cn3)c(=O)n(C)c2)cc(F)cc1N1CCc2c(cc3n2CCCC3)C1=O.CC(=O)OCc1c(B2OC(C)(C)C(C)(C)O2)cccc1N1CCn2c(cc3c2CC(C)(C)C3)C1=O
O=C1O[C@@H](CO)CN1c1cccc(F)c1,CCCC(=O)OC[C@H]1CO1.O=C(Nc1cccc(F)c1)OCc1ccccc1
COC(=O)c1nc(Br)c2cccnc2c1O,COC(=O)c1ncc2cccnc2c1O
O=C=O,Nc1ccc(O)cc1C(=O)C[C@H](N)C(=O)O
Oc1nnc2ccc3ccccc3n12,NNc1ccc2ccccc2n1.O=C=Nc1ccccc1
CCOC(=O)N1c2ccc(OC)nc2[C@@H](Nc2ncc(CCC(=O)O)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)C[C@H]1CC,CCOC(=O)N1c2ccc(OC)nc2[C@@H](Nc2ncc(C=CC(=O)O)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)C[C@H]1CC
Clc1nc(N2CCOCC2)c2sc(CN3CCCCC3)cc2n1,O=Cc1cc2nc(Cl)nc(N3CCOCC3)c2s1.C1CCNCC1
N[C@H](C(=O)O)[C@H](O)COP(=O)(O)O,Cc1ncc(COP(=O)(O)O)c(CO)c1O.O=C=O
NC(=O)c1ccc2[nH]nc(-c3cccc(NC(=O)Cc4ccc(F)cc4Cl)c3)c2c1,NC(=O)c1ccc2c(c1)c(-c1cccc(N)c1)nn2C1CCCCO1.O=C(O)Cc1ccc(F)cc1Cl
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
COCOCCCC1Oc2c(C)c(C)c(OC(C)=O)c(C)c2S1,CC(=O)OC(C)=O.COCOCCCC1Oc2c(C)c(C)c(O)c(C)c2S1
O=C(O)CCC[C@@H](O)/C=C\C=C\C=C\C(=O)C/C=C\CCCCC(O)O,O=CCCCC/C=C\CC(=O)/C=C/C=C/C=C\[C@@H](O)CCCC(=O)O
COC(=O)c1sc(C#CC(C)(C)C)cc1N(C(=O)[C@H]1CC[C@H](C)CC1)C1CCC(n2cncn2)CC1,COC(=O)c1sc(C#CC(C)(C)C)cc1NC1CCC(n2cncn2)CC1.C[C@H]1CC[C@H](C(=O)Cl)CC1
CC(=O)OC1CC2CCC(C1)N2C,CC(=O)[CoA].CN1[C@H]2CC[C@@H]1C[C@H](O)C2
C[C@H](C(=O)[CoA])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(O)CC[C@@]21C,C[C@H](C(=O)[CoA])[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@@]21C
CCc1ccc(OC[C@H](O)CN2CCC3(CC2)CSC2=C(O3)c3ccccc3C(=O)C2=O)cc1,O=C1C(=O)c2ccccc2C2=C1SCC1(CCNCC1)O2.CCc1ccc(OC[C@H]2CO2)cc1
CCOC(=O)C1CC2(CC1CC)OCCO2,OCCO.CCOC(=O)C1CC(=O)CC1CC
COc1cc(C(=O)O)ccc1O,COc1cc(C(=O)O)cc(C(=O)O)c1O
*N[C@@H](*)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,*N[C@@H](*)C(=O)N[C@@H](CCC(=O)O)C(=O)O.N[C@@H](Cc1ccc(O)cc1)C(=O)O
CCOC(CC)CCCCO,CCOC(=O)CCCC(CC)OCC
O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cnn(C5CCN(C(=O)NCc6ccccc6)CC5)c4)cnn23)c1,O=C(NCC(F)(F)F)Nc1cccc(-c2cnc3cc(-c4cnn(C5CCNCC5)c4)cnn23)c1.O=C=NCc1ccccc1
CC(C)OC(=O)N1CCC(Oc2ncnc(Nc3ccc(S(C)(=O)=O)cc3F)c2C(=N)NO)CC1,CC(C)OC(=O)N1CCC(Oc2ncnc(Nc3ccc(S(C)(=O)=O)cc3F)c2C#N)CC1
*C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CC(C)C,*C(=O)[C@@H](N)CCCNC(=N)N.*OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](OC(=O)[C@@H](N)CC(C)C)[C@@H]1O
CON(C)C(=O)C1CC(OC)(OC)C1,CNOC.COC(=O)C1CC(OC)(OC)C1
N#CCCC1C=CN(C(=O)c2ccc(NC(=O)c3ccccc3-c3ccccc3)cc2)c2ccccc2S1,CS(=O)(=O)CCC1C=CN(C(=O)c2ccc(NC(=O)c3ccccc3-c3ccccc3)cc2)c2ccccc2S1.[C-]#N
Cc1noc(NS(=O)(=O)c2ccsc2COCC[Si](C)(C)C)c1C,C[Si](C)(C)CCOCCl.Cc1noc(NS(=O)(=O)c2ccsc2)c1C
CCCCCC/C=C\C/C=C/C(=O)[CoA],CCCCCC/C=C\C[C@H](O)CC(=O)[CoA]
CCC(=O)C(O)CC,CCC=O.CCC=O
C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12,C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O)[C@H]12.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
N=C(N)NCCC[C@H](N)C(=O)O,N=C(N)NOCC[C@H](N)C(=O)O.NCCC[C@H](N)C(=O)O
CC(=O)N[C@H]1C(=O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O
CC1(C)c2ccccc2-n2c3ccccc3c3cc(Br)cc1c32,CC(C)(O)c1ccccc1-n1c2ccccc2c2cc(Br)ccc21
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
O=C(O)/C=C/c1ccccc1,N[C@H](Cc1ccccc1)C(=O)O
CC(=O)NC(C)(C)c1csc(-c2ccc(C(=O)O)cc2)n1,CCOC(=O)c1ccc(-c2nc(C(C)(C)NC(C)=O)cs2)cc1
CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)OC[C@H](N)C(=O)O,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCC(O)CCCCCCCC
C[C@@H](COc1cc(O)c(NC(=O)c2ncc(OC[C@H]3CC3(F)F)cc2Cl)cn1)NC(=O)OC(C)(C)C,O=C(O)c1ncc(OC[C@H]2CC2(F)F)cc1Cl.C[C@@H](COc1cc(O)c(N)cn1)NC(=O)OC(C)(C)C
CC(C)N1CCC(c2nc3cc(-c4ccc(F)cc4Cl)nc(N4CCCC(Nc5ccc(C#N)cn5)C4)n3n2)CC1,N#Cc1ccc(NC2CCCNC2)nc1.CC(C)N1CCC(c2nc3cc(-c4ccc(F)cc4Cl)nc(Cl)n3n2)CC1
CCC/C=C/C=O,CCC/C=C/C(=O)O
COC(=O)[C@@H]1C[C@H](Oc2cc(-n3ccc(C(F)(F)F)n3)nc3c(Cl)c(OC)ccc23)CN1C(=O)OC(C)(C)C,COC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OC(C)(C)C.COc1ccc2c(O)cc(-n3ccc(C(F)(F)F)n3)nc2c1Cl
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,*OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O*.C[S@@+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CCCCN1C(=O)C(Nc2ccc3oc(C(=O)O)cc3c2)=C(c2ccccc2)S1(=O)=O,CC(C)(C)OC(=O)c1cc2cc(N)ccc2o1.CCCCN1C(=O)C(Cl)=C(c2ccccc2)S1(=O)=O
O=S(=O)(O)c1ccccc1P(C1CCCCC1)C1CCCCC1,ClP(C1CCCCC1)C1CCCCC1.O=S(=O)(O)c1ccccc1
N[C@@H](Cc1ccc(O)cc1)C(=O)O,*N[C@@H](*)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O
CC(C)(C)OC(=O)N1CCN(c2nc3cc([N+](=O)O)ccc3[nH]2)CC1,CC(C)(C)OC(=O)N1CCNCC1.O=[N+](O)c1ccc2[nH]c(Cl)nc2c1
COC(=O)Cn1ccc2c([N+](=O)O)cccc21,COC(=O)CBr.O=[N+](O)c1cccc2[nH]ccc12
C[Si](C)(C)OC(=O)C1=C(CBr)CS(=O)[C@@H]2C(NC(=O)Cc3ccccc3)C(=O)N12,CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)[C@H]2S(=O)C1.C[Si](C)(C)NS(=O)(=O)c1ccccc1
Oc1ccc(O)c(O)c1,COc1cc(O)ccc1O
COC(=O)COCCCCN1C(=O)CCC[C@@H]1CO,COC(=O)COC/C=C\CN1C(=O)CCC[C@@H]1CO
CC(C)CC1(C(CCN2C(=O)c3ccccc3C2=O)C(=O)NOCc2ccccc2)CCN(CCc2ccccc2)C1=O,NOCc1ccccc1.CC(C)CC1(C(CCN2C(=O)c3ccccc3C2=O)C(=O)O)CCN(CCc2ccccc2)C1=O
CN(C)Cc1ccc(CSCCNC2=NS(=O)(=O)N=C2NN)o1,COC1=NS(=O)(=O)N=C1OC.CN(C)Cc1ccc(CSCCN)o1
COc1ccc(C[O])cc1OC,COc1ccc(CO)cc1OC
*SC(=O)c1c(C)cc(O)cc1O,CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA].O=C(O)CC(=O)[CoA]
*C(=O)CC,C[C@@H](C(=O)O)C(=O)[CoA]
CC1(c2ccc(Cl)cc2)CO1,CC(=O)c1ccc(Cl)cc1.C[S+](C)C
OC[C@H]1O[C@@H]([n+]2cccnc2)[C@H](O)[C@@H]1O,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O.c1cncnc1
CCCC1(CCC)C(=O)c2ccc(Br)c3cccc1c23,O=C1Cc2cccc3c(Br)ccc1c23.C1CCOC1.CCCI
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](COP(=O)(O)OCC[N+](C)(C)C)NC(C)=O,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO)NC(C)=O.CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
c1ccc(C2=Nc3cccnc3Nc3ccccc32)cc1,Nc1ccccc1C(=O)c1ccccc1.Nc1cccnc1Cl
COc1ccc(C(=O)c2cc([N+](=O)O)ccc2Cl)cc1OC,COc1ccccc1OC.O=C(Cl)c1cc([N+](=O)O)ccc1Cl
Cn1cc(-c2cc3c(-c4ccccc4)n[nH]c3cn2)cn1,Cn1cc(-c2cc3c(-c4ccccc4)nn(C4CCCCO4)c3cn2)cn1
COC(=O)c1sc(C(=O)NCc2cccc3[nH]ccc23)cc1C,On1nnc2ccccc21.CN(C)C(On1nnc2ccccc21)=[N+](C)C.COC(=O)c1sc(C(=O)O)cc1C.CCN(CC)CC
N#Cc1cc(F)cc(NC(=O)Nc2ccc(C(F)(F)F)cc2F)c1,N#Cc1cc(N)cc(F)c1.Nc1ccc(C(F)(F)F)cc1F.O=C(Cl)OC(Cl)(Cl)Cl
O=C=O,C=Cc1c(C)c2n3c1/C=C1\N=C(/C=c4/c(C)c5c(n4[Mg]3)=C(C3=N/C(=C\2)[C@@H](C)[C@@H]3CCC(=O)O)[C@@H](C(=O)OC)C5=O)C(CC)=C1C
COc1ccc(-c2ncc(N3CCOCC3)cc2Nc2c(C)c(-c3ccccn3)nc3cc(F)cc(F)c23)cc1,C1COCCN1.COc1ccc(-c2ncc(Br)cc2Nc2c(C)c(-c3ccccn3)nc3cc(F)cc(F)c23)cc1
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
COc1cccc(C(=O)Nc2c[nH]nc2C(=O)Nc2ccc(F)cc2)c1F,Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1.COc1cccc(C(=O)O)c1F
Cc1cscc1B(O)O,Cc1cscc1B1OC(C)(C)C(C)(C)O1
CC(C)(C)OC(=O)N[C@@H]1CCCN(c2c(Br)cnc3[nH]cc(NC(=O)CC#N)c23)C1,N#CCC(=O)O.CC(C)(C)OC(=O)N[C@@H]1CCCN(c2c(Br)cnc3[nH]cc(N)c23)C1
CC(C)(C)OC(=O)[C@@H](CCCOS(=O)(=O)c1c(Cl)cc(Cl)cc1Cl)C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C,O=S(=O)(Cl)c1c(Cl)cc(Cl)cc1Cl.CC(C)(C)OC(=O)[C@@H](CCCO)C[C@H](NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)OC(C)(C)C
O=P(O)(O)OC[C@H]1OC(O)[C@H](O)[C@@H]1O,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O
Cc1ccc(F)c(NC(=O)Nc2ccc(Oc3ccnc(-c4cc(C(=O)NCC(=O)O)c[nH]4)c3)cc2F)c1,COC(=O)CNC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4cc(C)ccc4F)c(F)c3)ccn2)c1
COc1ccc(-c2coc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3c2=O)cc1,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O
CC(C)(C)N1CC(c2ccc(N)nc2)OCC1=O,CC(C)(C)N1CC(c2ccc3nnnn3c2)OCC1=O
CCCCC/C=C\CC[C@H](O)CC(=O)[CoA],CCCCC/C=C/CCC(=O)CC(=O)[CoA]
CNc1nc(=O)c2cc(Br)ccc2[nH]1,CC#N.O=c1[nH]c2ccc(Br)cc2c(=O)o1
COC(=O)c1ccc(N)cc1[N+](=O)O,ClCCl.Nc1ccc(C(=O)O)c([N+](=O)O)c1
Cc1cc2nc(-c3cccc(OCc4ccccc4)c3)sc2c(-c2ccc(Cl)cc2)c1[C@@H](COC(=O)C(C)(C)C)OC(C)(C)C,OB(O)c1ccc(Cl)cc1.Cc1cc2nc(-c3cccc(OCc4ccccc4)c3)sc2c(Br)c1[C@@H](COC(=O)C(C)(C)C)OC(C)(C)C
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=P(O)(O)OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
COCCCN1CCOc2ccc(CO[C@H]3CN[C@H](CO)C[C@@H]3c3ccc(OC)cc3)cc21,CCOC(=O)[C@@H]1C[C@H](c2ccc(OC)cc2)[C@@H](OCc2ccc3c(c2)N(CCCOC)CCO3)CN1
CC(=O)OC[C@H](COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(C)=O)OC(C)=O)OC(C)=O,CC(=O)OC[C@@H](O)COP(=O)(O)OCC(O)COP(=O)(O)OC[C@@H](COC(C)=O)OC(C)=O.CC(=O)OC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O
O=C=O,CSCCCCC(C(=O)O)C(=O)C(=O)O
O=C1OC(=O)c2nc3ccccc3cc21,O=C(O)c1cc2ccccc2nc1C(=O)O
OCc1cc(F)ccc1O,O=C(O)c1cc(F)ccc1O
COc1ccc(F)c(SC)c1,COc1ccc(F)c(F)c1.C[S-]
CC(C)[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@@H]1N,C=C(C)[C@@H]1C[C@H](NC(=O)OC(C)(C)C)CC[C@@H]1NC(=O)OCc1ccccc1
COc1ccc([N+](=O)O)cc1,CN(N=O)C(N)=O.O=[N+](O)c1ccc(O)cc1
O=C=O,O=C(O)[C@@H](O)C(=O)COP(=O)(O)O
CCC1CNCCN1Cc1cccc(-c2ccnc(NCCc3cccc(F)c3)n2)c1,NCCc1cccc(F)c1.CCC1CN(C(=O)OC(C)(C)C)CCN1Cc1cccc(-c2ccnc(Cl)n2)c1
O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,O=C1O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
OCCCCCCCCCCCCCCCCO,O=C([CoA])CCCCCCCCCCCCCCCO
CC(=O)NC1C(O)OC(COP(=O)(O)O)C(O)C1OC(C)C(=O)O,CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)O
COC(=O)c1oc(=O)c2ccc(Br)cc2c1-c1ccccc1,O=C(O)c1oc(=O)c2ccc(Br)cc2c1-c1ccccc1.CO
CC1(C)C(N)=N[C@]2(CF)c3cc(Nc4nccc5cc(Cl)cnc45)ccc3OCC[C@H]2S1(=O)=O,Clc1cnc2c(Cl)nccc2c1.CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)C1=N[C@]2(CF)c3cc(N)ccc3OCC[C@H]2S(=O)(=O)C1(C)C
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1
CN(Cc1nc2ccccc2n1C)c1ccccn1,CNc1ccccn1.Cn1c(CCl)nc2ccccc21
COc1cncc(-c2c(C)sc3nc(C)cc(NS(=O)(=O)c4cccc(Cl)c4)c23)c1,COc1cncc(B2OC(C)(C)C(C)(C)O2)c1.Cc1cc(NS(=O)(=O)c2cccc(Cl)c2)c2c(Br)c(C)sc2n1
O=C1CNC(=O)CN1,NCC(=O)NCC(=O)O
O=C(O)c1ccc(C2(NC(=O)c3cccc4c3N(Cc3ccc(C(F)(F)F)cc3)C(=O)C4)CC2)cc1,CCN=C=NCCCN(C)C.O=C(O)c1cccc2c1N(Cc1ccc(C(F)(F)F)cc1)C(=O)C2.COC(=O)c1ccc(C(C)N)cc1
CCCC[Si](CCCC)(CCCC)Oc1cccnc1C(=O)OCC,CCOC(=O)c1ncccc1O.CCCC[Si](Cl)(CCCC)CCCC
O=C1NCC(c2cc(C(F)(F)F)ccc2I)O1,CC(=O)O.O=Cc1cc(C(F)(F)F)ccc1I.C[N+](=O)O
N#Cc1ccc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc1,CC1(C)OB(c2ccc(C#N)cc2)OC1(C)C.Clc1nc(N2CCOCC2)nc(N2CCOCC2)n1
CCCCCCCCCCCCCCCCOC[C@H](COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,CC(=O)[CoA].CCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C
CC(=O)N[C@@H](CS[As](=O)(O)O)C(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O,*N[C@@H](CSSC[C@H](NC(C)=O)C(=O)N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O)C(*)=O
CS(=O)(=O)NC1CCN(Cc2ccccc2)CC1,NC1CCN(Cc2ccccc2)CC1.CS(=O)(=O)Cl
C[C@@](CCn1cc(F)c(-c2ccccc2)c(O)c1=O)(C(=O)NO)S(C)(=O)=O,COc1c(-c2ccccc2)c(F)cn(CC[C@](C)(C(=O)NO)S(C)(=O)=O)c1=O
Cn1cnc2nc(N)[nH]c(=O)c21,*OP(=O)(O)OC[C@H]1O[C@@H](*)C[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2c[n+](C)c3c(=O)[nH]c(N)nc32)C[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](*)C[C@@H]1OP(=O)(O)O*
Cc1sc(C2(CNC(=O)c3cccc(-c4noc(C(F)(F)F)n4)c3)CCOCC2)nc1-c1ccccc1,O=C(O)c1cccc(-c2noc(C(F)(F)F)n2)c1.Cc1sc(C2(CN)CCOCC2)nc1-c1ccccc1
O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]1,Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1
CN(C[C@@H](CCO)c1ccc(Cl)c(Cl)c1)C(=O)c1cc([N+](=O)O)cc2ccccc12,CNC[C@@H](CCO)c1ccc(Cl)c(Cl)c1.O=C(Cl)c1cc([N+](=O)O)cc2ccccc12
CCCC(CCC)COc1cccc(C[C@H](O)CN=[N+]=[N-])c1,CCCC(CCC)COc1cccc(C[C@H](O)CCl)c1
O=C(O)C[c-]1[nH]cnc1=O,O=C(O)Cc1c[nH]cn1
CCCC1CC(=O)c2cc(F)c(OC)cc2C1,CCCC(CC(=O)O)Cc1ccc(F)c(OC)c1
N#Cc1cc(Br)c2[nH]ccc2c1,C#Cc1cc(C#N)cc(Br)c1N
NCC(=O)O,N[C@@H](CS/C(Cc1ccc(O)cc1)=N\O)C(=O)NCC(=O)O
COCCN(CCOC)C1CCc2cccc(OC)c2C1,COCCNCCOC.COc1cccc2c1C(=O)CCC2
*N[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCC/C=C\CCCCCC)C(*)=O,*N[C@@H](COP(=O)(O)OCC(C)(C)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)/C=C/CCCCC/C=C\CCCCCC)C(*)=O
N[C@@H]1CCN(Cc2ccccc2)C[C@H]1O,O=C(N[C@@H]1CCN(Cc2ccccc2)C[C@H]1O)c1ccccc1
COC(=O)CCc1ccc(OC2CCCC2)c(Br)c1,BrC1CCCC1.COC(=O)CCc1ccc(O)c(Br)c1
CC(C)CC(=O)C(=O)O,CC(C)CC(=O)[CoA].O=C=O
CCCCCC(O)C(CC=O)SC[C@H](N)C(=O)NCC(=O)O,CCCCCC(O)C(CC=O)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O
O=C1COc2ccc(CNC3CCN(CCn4c(=O)nnc5ccc(Cl)cc54)CC3)nc2N1,NC1CCN(CCn2c(=O)nnc3ccc(Cl)cc32)CC1.O=Cc1ccc2c(n1)NC(=O)CO2
CCOC(=O)c1c(C)nc2cccc(OCC(C)(C)C(=O)NC(CC)CC)c2c1N,CCOC(=O)c1c(C)nc2cccc(OCC(C)(C)C(=O)O)c2c1N.CCC(N)CC
CC(C)(C)OC(=O)N1CCC(C#N)(c2ccc(Cl)cc2Cl)CC1,N#CCc1ccc(Cl)cc1Cl.CC(C)(C)OC(=O)N(CCCl)CCCl
CCOC(=O)c1nc2nc3cc(OC)c(OC)cc3cc2c(=O)n1C,CI.CCOC(=O)c1nc2nc3cc(OC)c(OC)cc3cc2c(=O)[nH]1
C[C@@H](Oc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(F)c2F)n1)[C@@H]1COC(C)(C)O1,NS(=O)(=O)N1CCOCC1.C[C@@H](Oc1cc(Cl)nc(SCc2cccc(F)c2F)n1)[C@@H]1COC(C)(C)O1
COC(=O)Cc1ccccc1C#Cc1nc(Nc2ccc(C3CCN(C(=O)OC(C)(C)C)CC3)nc2)ncc1C,CC(C)(C)OC(=O)N1CCC(c2ccc(N)cn2)CC1.COC(=O)Cc1ccccc1C#Cc1nc(Cl)ncc1C
COC1=C(C)C(=O)c2c(O)cc(OC/C=C(\C)CCC=C(C)C)cc2C1=O,CC(C)=CCC/C(C)=C/COP(=O)(O)OP(=O)(O)O.COC1=C(C)C(=O)c2c(O)cc(O)cc2C1=O
CNc1cc(Cl)cc(=O)n1C,CCOC(=O)c1c(Cl)cc(=O)n(C)c1NC
