PRODUCT,REACTANT
C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O,*O[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O[C@@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)[C@H]1NC(C)=O.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
COc1ccc2c(c1)CCN2C(C)=O,CC(=O)OC(C)=O.COc1ccc2c(c1)CCN2
COC(=O)c1ccc(NC(=O)c2cc(OCc3cc(C)on3)cc(OCc3ccccc3C)c2)nc1,COC(=O)c1ccc(NC(=O)c2cc(O)cc(OCc3ccccc3C)c2)nc1.Cc1cc(CCl)no1
CON(C)C(=O)c1ccc(Cl)cc1Nc1ccccc1,O=C(O)c1ccc(Cl)cc1Nc1ccccc1.CNOC
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,CCCCCCCC/C=C\CCCCCCCC(=O)O
Cc1c(C(=O)Nc2ccc(N3CCC(N(C)CCO)CC3)c(C#N)c2)cnn1-c1ccc(Cl)cc1,CN(CCO)C1CCN(c2ccc(N)cc2C#N)CC1.Cc1c(C(=O)Cl)cnn1-c1ccc(Cl)cc1
FC(F)(F)c1ccc(Br)c(OCC2=CCN(Cc3ccccc3)C2)c1,OCC1=CCN(Cc2ccccc2)C1.Oc1cc(C(F)(F)F)ccc1Br
CC(c1ccc(Oc2ccc(C(=O)O)c(C(F)(F)F)c2)cc1Cl)C(O)(c1ccc2c(c1)N(C)C(=O)CO2)C(F)(F)F,CC(c1ccc(Oc2ccc(C=O)c(C(F)(F)F)c2)cc1Cl)C(O)(c1ccc2c(c1)N(C)C(=O)CO2)C(F)(F)F
Oc1ccc2c(c1)OC[C@@H]1c3cc4c(cc3O[C@H]21)OCO4,O=C1c2ccc(O)cc2OC[C@@H]1c1cc2c(cc1O)OCO2
COc1ccc(-c2cc(N3CCN(c4ccccc4)CC3)nc(C)c2-c2ccc(OC)cc2)cc1,COc1ccc(C2=C(C)N=C(N3CCN(c4ccccc4)CC3)CC2c2ccc(OC)cc2)cc1
C=C(OP(=O)(O)O)C(=O)O,O=C(O)[C@H](O)COP(=O)(O)O
O=C(C#Cc1ccc(-c2ccc(Cl)cc2)cn1)Nc1ccc(CN2CCCCC2)cc1,Nc1ccc(CN2CCCCC2)cc1.O=C(O)C#Cc1ccc(-c2ccc(Cl)cc2)cn1
Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](NC(=O)C[C@H](C)O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,C[C@H](O)CC(=O)[CoA].Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](C)[C@@H](N)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O
COc1cc(C(O)C(=O)OCc2ccccc2)ccc1O,BrCc1ccccc1.COc1cc(C(O)C(=O)O)ccc1O
FC(F)(F)c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1,FC(F)(F)c1ccc(Cl)nc1.O=[N+](O)c1ccc(NCCNc2ncc(-c3ncc[nH]3)c(-c3ccc(Cl)cc3Cl)n2)nc1
O=C(c1ccccc1Cl)c1ncccc1O,C[Si](C)(C)CCOCOc1cccnc1C(=O)c1ccccc1Cl
CN[C@@H](C)[C@H](O)c1ccccc1,C[SAH].C[C@H](N)[C@H](O)c1ccccc1
CNC(=O)c1ccc(NCC(=O)O)c(F)c1,CNC(=O)c1ccc(I)cc1F.NCC(=O)O.CN(C)C=O
Cc1nc(C(F)(F)F)cn1[C@@H](C)C(=O)Nc1cnn(-c2ccc(Cl)cc2)c1C(C)C,CC(C)c1c(N)cnn1-c1ccc(Cl)cc1.C=CCC(C(=O)OCC)n1c(C)nc(C(F)(F)F)c1C=C
CCCCCCCCc1ccc(CN2CCN(CC(=O)O)C2=O)cc1,CCCCCCCCc1ccc(CN2CCN(CC(=O)OC(C)(C)C)C2=O)cc1
Oc1cccc(N=C(c2ccccc2)c2ccccc2)c1,N=C(c1ccccc1)c1ccccc1.Nc1cccc(O)c1
CC1(C)S[C@H]2N(C(=O)C2(Br)Br)C1C(=O)OCc1ccccc1,BrCc1ccccc1.CC1(C)S[C@H]2N(C(=O)C2(Br)Br)[C@H]1C(=O)O
COc1ccc(O)c(-c2ccco2)c1,OB(O)c1ccco1.COc1ccc(O)c(Br)c1
CCCC(CC(=O)O)n1c(=O)n(Cc2cc(Br)cc3c2CC(=O)N3C)c2ccccc21,CCCC(CC(=O)O)n1c(=O)n(Cc2cc(Br)cc3c2ccn3C)c2ccccc21
CC(=O)N1c2ccc(Cl)cc2CC1C(N)=O,NC(=O)C1Cc2cc(Cl)ccc2N1.CC(=O)Cl
CCC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3CC,CCc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1CC)C2
CCN(C)CC(C)N1c2ccccc2Sc2ccc(C(N)=S)cc21,CCN(C)CC(C)N1c2ccccc2Sc2ccc(C#N)cc21
O=C(O)[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C(O)[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
CC(C)(C)OC(=O)N1CC=C(c2c[nH]c3ccc(N)cc23)CC1,CC(C)(C)OC(=O)N1CC=C(c2c[nH]c3ccc([N+](=O)O)cc23)CC1
O=C(O)Cc1ccc(O)cc1,O=C(O)Cc1ccccc1
Cc1cccc(Cc2cnccn2)c1-c1ccc2nc(N)c(N3CCOCC3)cc2c1,Cc1cccc(C(O)c2cnccn2)c1-c1ccc2nc(N)c(N3CCOCC3)cc2c1
CCC(CC)/C(N)=C(\C)C#N,CCC(CC)/C(N)=C(\C#N)C(=O)Cl
c1ccc(CCCCC2CCNCC2)cc1,CC(C)(C)OC(=O)N1CCC(CCCCc2ccccc2)CC1
CC#CCn1c(C(=O)NCc2cccc3ccccc23)cnc1N1CCCC(NC(=O)OC(C)(C)C)C1,NCc1cccc2ccccc12.CC#CCn1c(C(=O)O)cnc1N1CCCC(NC(=O)OC(C)(C)C)C1
CC(Cc1ccc(Cl)cc1)NC(=O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nsnc12,O=C(O)c1ccc(Br)cc1NS(=O)(=O)c1cccc2nsnc12.CC(N)Cc1ccc(Cl)cc1
O=P(O)(O)O[C@H]1[C@@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@@H]1OP(=O)(O)O,O=P(O)(O)O[C@@H]1[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H](O)[C@H](O)[C@H]1OP(=O)(O)O
O=C(O)/C=C/c1ccc(O)c(O)c1,O=C(O)/C=C/c1cccc(O)c1
O=C(O)c1cc(O)c(O)cc1C(=O)O,O=C(O)C1=C[C@H](O)[C@H](O)C=C1C(=O)O
N#Cc1ccc2cnn(CCCCl)c2c1,ClCCCBr.N#Cc1ccc2cn[nH]c2c1
CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc([C@H]4CC[C@@H](C#N)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1)OCC,CN(C)C=O.CCOP(=O)(Cc1ccc(Nc2ncc(C(F)(F)F)c(Nc3ccc([C@H]4CC[C@H](OS(C)(=O)=O)CC4)c4c3C(=O)N(C)C4)n2)c(OC)c1)OCC
O=Cc1cccc(-n2c(Cl)c(C=O)c3ccccc32)c1,O=Cc1cccc(B(O)O)c1.O=Cc1c(Cl)[nH]c2ccccc12
CC(=O)[C@@H](O)[C@H](O)C(=O)COP(=O)(O)O,CC(=O)C=O.O=P(O)(O)OC[C@H]1OC(O)(COP(=O)(O)O)[C@@H](O)[C@@H]1O
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(O)c2ccccc2c1O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O.O=C(O)c1cc(O)c2ccccc2c1O
CSCC[C@H](NC=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NP(=O)(OCCCN)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](C)O,CSCC[C@H](NC=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NP(=O)(OCC[C@H](N)C(=O)O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](C)O
CC1(c2cccc(NS(C)(=O)=O)c2)C2CN(C(=O)/C=C/c3cccs3)CC21,O=C(O)/C=C/c1cccs1.CC1(c2cccc(NS(C)(=O)=O)c2)C2CNCC21
C[C@@H]1O[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C[C@@H]1O[C@H](Oc2cc(O)c3c(=O)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)c(-c4ccc(O)cc4)oc3c2)[C@H](O)[C@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1
COCCCOc1cc(C[C@@H](C[C@H]2[C@H](C[C@H](C=O)C(C)C)OC(C)(C)N2C(=O)OC(C)(C)C)C(C)C)ccc1OC,COCCCOc1cc(C[C@@H](C[C@H]2[C@H](C[C@H](CO)C(C)C)OC(C)(C)N2C(=O)OC(C)(C)C)C(C)C)ccc1OC
Cc1cc(N2CCC[C@@H](NCc3ccccc3C#N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N,N#Cc1ccccc1CBr.Cc1cc(N2CCC[C@@H](N)C2)c2c(n1)n(C)c(=O)n2Cc1ccccc1C#N
Cc1cc(C)c(-c2[nH]c(C3COC3)nc2C)cc1C(=O)N1CC(F)(c2ccc(C#N)cc2)C1,N#Cc1ccc(C2(F)CNC2)cc1.Cc1cc(C)c(-c2[nH]c(C3COC3)nc2C)cc1C(=O)O
O=c1cc(OCc2ccccc2)cnn1CCc1ccc2c(c1)CNCC2,CC(C)(C)OC(=O)N1CCc2ccc(CCn3ncc(OCc4ccccc4)cc3=O)cc2C1
*C(=O)/C=C/CCCCCCCCCCC(C)C,*C(=O)C[C@H](O)CCCCCCCCCCC(C)C
O=[N+](O)c1cccc2cc(S(=O)(=O)c3cccc(F)c3)cnc12,Fc1cccc(S)c1.O=[N+](O)c1cccc2cc(I)cnc12
CCCCCC/C=C\CCCCCCCCC/C=C/C(=O)[CoA],CCCCCC/C=C\CCCCCCCCC[C@@H](O)CC(=O)[CoA]
CCOC(=O)C(C(=O)OCC)c1nsc2nc3ccccc3n12,Brc1nsc2nc3ccccc3n12.CCOC(=O)CC(=O)OCC
CCOCc1nc2c(N)nc3cc(-c4cccnc4)ccc3c2n1C[C@H]1COC(C)(C)O1,CCOCc1nc2c(N)nc3cc(Br)ccc3c2n1C[C@H]1COC(C)(C)O1.c1cncc(B2OCCCO2)c1
COc1cc(O)ccc1CN1CCCC1,C1CCNC1.COc1cc(O)ccc1C=O
Cc1cc(=O)n(-c2ccc(C(F)(F)F)cc2[N+](=O)O)o1,Cc1cc(O)no1.O=[N+](O)c1cc(C(F)(F)F)ccc1Cl
CC(=O)c1ccc2c(c1)CCCO2,Brc1ccc2c(c1)CCCO2.C=C(OCC)[Sn](CCCC)(CCCC)CCCC
C=C1C2[C@H](O)C3C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@H](OC(C)=O)[C@]2(C)CC[C@@H]1OC(C)=O)C3(C)C,C=C1[C@@H](OC(C)=O)CC[C@]2(C)[C@@H]1C[C@@H]1C[C@H](OC(C)=O)C(C)=C([C@@H](OC(C)=O)[C@@H]2OC(C)=O)C1(C)C
C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=C[C@@H](O)C[C@H]2C,C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@H]2C
N=C(N)NCCC[C@H](N)C(=O)O,NC(N)=O.NCCCC(N)C(=O)O
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(O)CO
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSC(C)(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)[C@H](CO)NC(=O)OCc1ccccc1,O=C(N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O)OCc1ccccc1.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSC(C)(C)C)NC(=O)[C@H](N)CC(C)C
O=C1O[C@H]([C@@H](O)CO)C(=O)C1=O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O
O=C(/C=C/c1cc(Cl)cc(Cl)c1)c1ccc(=O)[nH]c1,COc1ccc(C(=O)/C=C/c2cc(Cl)cc(Cl)c2)cn1
*N[C@@H](CS)C(*)=O,*CCCCCCCCCCCCC(=O)SC[C@H](N*)C(*)=O
Nc1nc2ccc(Br)cc2n1-c1ccccn1,Fc1ccccn1.Nc1nc2cc(Br)ccc2[nH]1
Nc1ccccc1C(=O)Nc1cccnc1Cl,O=C(Nc1cccnc1Cl)c1ccccc1[N+](=O)O
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@H]1CC3,CC(=O)O[C@H]1CC[C@]2(C)C3=C(CC[C@H]2C1(C)C)[C@]1(C)CC[C@H]([C@H](C)CCC=C(C)C)[C@@]1(C)CC3
Cc1ccccc1Sc1ccccc1C(C)C,CC(C)c1ccccc1S.Cc1ccccc1I
C/C(=C\CCC[C@@H](O)C[C@H](O)CCCCCCCCCCCCCCCCCCc1ccc(O)cc1)C(=O)C(C)C(=O)O,*C(=O)C(C)C(=O)/C(C)=C/CCC[C@@H](O)C[C@H](O)CCCCCCCCCCCCCCCCCCc1ccc(O)cc1
O=[N+](O)c1ccc(Oc2cc3cnn(C4CCCCO4)c3cc2Br)c(F)c1,C1=COCCC1.O=[N+](O)c1ccc(Oc2cc3cn[nH]c3cc2Br)c(F)c1
*OC[C@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O,*OC[C@H](CO[C@H]1O[C@H](CO[C@H]2O[C@H](CO[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)OC(*)=O
CC(C)=C(C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
COc1cc(Nc2cc(CO)cc(Cl)n2)ccc1-n1cnc(C)c1,OCc1cc(Cl)nc(Cl)c1.COc1cc(N)ccc1-n1cnc(C)c1
CCOC(=O)Cc1c(Br)[nH]c2ccccc12,CCOC(=O)Cc1c[nH]c2ccccc12
Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(I)ccc21,O=C(NCc1ccc(Cl)cc1)c1cnc2ccc(I)cc2c1O.O=C(O)O
C[C@@H]1CCCN(C(=O)c2cc(Cl)ccc2-n2nccn2)[C@@H]1CNc1ccc(C(F)(F)F)nn1,FC(F)(F)c1ccc(Cl)nn1.C[C@@H]1CCCN(C(=O)c2cc(Cl)ccc2-n2nccn2)[C@@H]1CN
Cc1cc(N2C[C@@H](NC(=O)OC(C)(C)C)CC2=O)ccc1Br,CC(C)(C)OC(=O)N[C@@H]1CNC(=O)C1.Cc1cc(I)ccc1Br
CC(C)(C)OC(=O)N1CCC(Cn2cnc3ccccc32)CC1,CC(C)(C)OC(=O)N1CCC(COS(C)(=O)=O)CC1.c1ccc2[nH]cnc2c1
C[C@@H](O)C(=O)N[C@@H](COP(=O)(O)OC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O)[C@H](O)[C@@H](C)O,CC(=O)OC[C@H](COP(=O)(O)OC1[C@H](O)[C@@H](O)C(O)[C@@H](O)[C@H]1O)OC(C)=O.C[C@@H](O)C(=O)N[C@@H](CO)[C@H](O)[C@@H](C)O
O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O,CC(=O)C(O)COP(=O)(O)O.O=CO
COC(=O)c1cc(C(=O)c2c(C)c(NC(=O)c3cccc(OCCOS(C)(=O)=O)c3)c3ccccn23)ccc1N,COC(=O)c1cc(C(=O)c2c(C)c(NC(=O)c3cccc(OCCO)c3)c3ccccn23)ccc1N.CS(=O)(=O)Cl
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CC(C)(C)OC(=O)N1CCC(NC(=O)Cc2ccc(Br)cc2)CC1,O=C(O)Cc1ccc(Br)cc1.CC(C)(C)OC(=O)N1CCC(N)CC1
COC(=O)c1ccc(S(=O)(=O)N2CCC(Nc3cc(O)nc4ccc(C(c5ccc(Cl)cc5)c5ccc(Cl)cc5)cc34)CC2)s1,Oc1cc(NC2CCNCC2)c2cc(C(c3ccc(Cl)cc3)c3ccc(Cl)cc3)ccc2n1.COC(=O)c1ccc(S(=O)(=O)Cl)s1
C#CC1(O)CCCCC1,C[Si](C)(C)C#CC1(O)CCCCC1
O=C(O)CCCCCCCCCCCCCCCCc1ccc(O)cc1,*C(=O)CCCCCCCCCCCCCCCCc1ccc(O)cc1
CCOC(=O)C(Cc1ccc(Cl)c2occc12)C(=O)OCC,Clc1ccc(CBr)c2ccoc12.CCOC(=O)CC(=O)OCC
OC1C(O)C(O)C(O)C(O)C1O,O=P(O)(OC[C@H](O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
COc1ccc2nccc(CCC3CCC(NCc4ccc5c(c4)OCO5)CC3)c2c1,NCc1ccc2c(c1)OCO2.COc1ccc2nccc(CCC3CCC(=O)CC3)c2c1
CC(C)(C)C1CCC(NC(=O)c2ccc(Oc3cc4c(cc3Cl)C(C(=O)O)CCO4)cc2)CC1,CCOC(=O)C1CCOc2cc(Oc3ccc(C(=O)NC4CCC(C(C)(C)C)CC4)cc3)c(Cl)cc21
CCOCCCOc1cccc(N2CC(=O)NC(=O)N2)c1,N#CO.CCOCCCOc1cccc(N(N)CC(=O)OC)c1
*C*,O=C=O
O=C=O,O=C(O)C(=O)Cc1cnc[nH]1
CCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)[CoA],CCCCCCCCCCCCCCCCCCCCC(=O)[CoA].O=C(O)CC(=O)[CoA]
COC(=O)c1ccccc1Sc1ccccc1NS(=O)(=O)c1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1.COC(=O)c1ccccc1Sc1ccccc1N
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](O)CC1=CC(=O)CC[C@@]13C,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)[C@H](O)CC1=CC(=O)CC[C@@]13C
COc1cccc(F)c1C1CC(=O)C(=O)N1Cc1ccc(OC(F)(F)F)cc1,CCOC(=O)C1C(=O)C(=O)N(Cc2ccc(OC(F)(F)F)cc2)C1c1c(F)cccc1OC
FC(F)(F)c1c(C=C(Br)Br)noc1-c1ccccc1,BrC(Br)(Br)Br.O=Cc1noc(-c2ccccc2)c1C(F)(F)F
CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O,CC(=O)N[C@H]1[C@@H](OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O
O=C(O)CCc1cccc(O)c1O,O=C(O)CCC1=CC=C[C@@H](O)[C@H]1O
Cc1ccccc1-c1nc(N2CCN(c3ccccn3)CC2)nc2c1C(=O)N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)CCCN2,c1ccc(N2CCNCC2)nc1.Cc1ccccc1-c1nc(S(C)(=O)=O)nc2c1C(=O)N(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)CCCN2
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccc(Cl)cc4)c4ccc(Cl)cc4)nc(I)nc32)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1,NCC(c1ccc(Cl)cc1)c1ccc(Cl)cc1.CCNC(=O)[C@H]1O[C@@H](n2cnc3c(Cl)nc(I)nc32)[C@H](OC(=O)c2ccccc2)[C@@H]1OC(=O)c1ccccc1
N[C@H]1C[C@@H](N)[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C=O)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(CO)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3
N[C@@H](CO)C(=O)O,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](N)C(=O)O
NCCCOP(=O)(NC(=O)[C@@H](N)CC(=O)O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CSCC[C@H](NC=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NP(=O)(OCCCN)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](C)O
Cc1cc(Br)c(F)c2nn(CC(C)(C#N)NC(=S)c3ccc(C(F)(F)F)cc3)nc12,FC(F)(F)c1ccc(C(=S)Cl)cc1.Cc1cc(Br)c(F)c2nn(CC(C)(N)C#N)nc12
C[C@H](O)CC(=O)[CoA],C[C@@H](O)CC(=O)[CoA]
*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)COC(=O)[C@H](C)N)OC(*)=O,*C(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(*)=O.*OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OC(=O)[C@H](C)N
C[C@H](C(=O)O)C(=O)[CoA],C[C@@H](C(=O)O)C(=O)[CoA]
Cc1ncsc1CCOP(=O)(O)O,CC(=O)OCC[C@H](N)C(=O)O.NCC(=O)O.N[C@@H](CS)C(=O)O.O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H]1O
N[C@@H](CCC(=O)O)C(=O)O,N[C@@H](CCC(=O)N[C@@H](CSCc1ccc([N+](=O)O)cc1)C(=O)NCC(=O)O)C(=O)O
CCS(=O)(=O)c1ccc(Oc2cc(Oc3c(F)cccc3C#N)c3nc(-c4ccccn4)[nH]c3c2)cn1,N#Cc1cccc(F)c1F.CCS(=O)(=O)c1ccc(Oc2cc(O)c3nc(-c4ccccn4)[nH]c3c2)cn1
Cn1nc(Br)cc1-c1ccc(C(F)(F)F)cc1,OB(O)c1ccc(C(F)(F)F)cc1.Cn1nc(Br)cc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
O=C(O)c1ccccc1O,CC(=O)Oc1ccccc1C(=O)O
CC(C)c1c(C(=O)Nc2ccccc2O)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC1CC(O)CC(=O)O1,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC1CC(O)CC(=O)O1
CC(=O)[CoA],C/C(=C\C(=O)[CoA])C(C)(C)/C=C/C(=O)O
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC
CN(C)c1ccc(NC(=O)Oc2ccc3c(c2)CCN3Cc2ccccc2)cc1,Oc1ccc2c(c1)CCN2Cc1ccccc1.CN(C)c1ccc(N=C=O)cc1
COCCOc1nc(N)c2ncn(Cc3cccc(C(=O)OC)c3)c2n1,CN(C)C=O.CI.COC(=O)c1cccc(Cn2cnc3c(N)nc(Cl)nc32)c1.O=C(O)O
Cn1c(CC(=O)N2CC(C)(C)c3c(Cl)cccc32)nc(N2CCOCC2)cc1=O,CC1(C)CNc2cccc(Cl)c21.Cn1c(CC(=O)O)nc(N2CCOCC2)cc1=O
